particle_id,frame_num,particle_num,time_stamp_s,ecd_um,area_pixels,perimeter,circularity,intensity_mean,intensity_std,intensity_min,intensity_max,max_feret_diam_um,aspect_ratio,x_left,x_right,y_top,y_bottom,edge_particle,experiment,step,type
28027,1002,6,109.307,21.875,355,72.36,0.92,290.62,278.43,7,800,21.375,0.94,1024,1045,707,727,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28028,1002,7,109.307,37.375,843,112.57,0.91,177.49,255.88,1,800,36.375,0.99,446,478,818,850,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28029,1003,1,109.416,36.625,816,108.08,0.94,174.31,249.61,0,799,35.875,1,527,558,298,329,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28030,1003,2,109.416,32.375,658,98.5,0.92,212,270.19,0,800,31.625,0.97,79,108,465,493,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28031,1003,3,109.416,36.375,806,106.91,0.94,181.22,257.8,0,799,35.375,0.99,247,278,563,594,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28032,1003,4,109.416,25.125,437,79.7,0.93,265.48,281.98,0,800,26.125,0.94,157,179,750,772,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28033,1003,5,109.416,12.875,167,49.8,0.92,396.58,271.13,41,799,13.125,0.92,983,997,758,771,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28039,1004,4,109.525,16.875,239,66.11,0.83,385.08,280.83,37,800,19.625,0.93,1184,1201,758,774,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28043,1005,2,109.634,18.125,266,62.87,0.92,331.42,280.35,11,799,18.125,0.93,1011,1029,617,634,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28047,1006,3,109.743,38.375,883,112.33,0.94,164.26,246.06,0,798,37.125,0.98,483,515,414,447,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28049,1006,5,109.743,30.375,593,92.18,0.94,204.63,263.99,0,800,29.625,0.99,159,185,528,554,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28051,1006,7,109.743,25.625,455,82.6,0.92,264.45,277.95,0,800,25.125,0.95,1052,1076,704,727,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28052,1007,1,109.853,40.375,962,116.57,0.94,162.16,246.56,0,800,39.375,1,257,291,458,492,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28057,1008,3,109.962,21.125,336,70.53,0.92,334.24,284.01,22,800,21.375,0.93,1191,1212,255,274,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28058,1008,4,109.962,50.125,1387,140.47,0.94,142.45,239.22,0,800,48.875,0.99,160,201,460,501,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28061,1009,1,110.071,31.625,639,96.84,0.93,201.2,259.26,0,800,30.875,0.99,495,522,245,273,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28064,1009,4,110.071,41.375,1000,122.23,0.92,167.67,252.62,0,798,40.625,0.98,883,918,787,822,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28070,1011,2,110.289,20.125,312,68.7,0.91,272.55,272.99,1,800,19.625,1,791,810,393,412,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28071,1011,3,110.289,32.125,655,98.5,0.92,197.34,261.08,0,799,31.625,0.99,182,211,507,535,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28073,1011,5,110.289,45.375,1174,165.27,0.73,255.39,302.64,0,806,50.375,0.83,1215,1256,871,909,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28076,1012,3,110.399,22.875,378,74.53,0.92,255.32,263.95,0,800,22.125,0.99,625,646,274,295,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28078,1013,1,110.508,38.125,872,145.95,0.72,300.21,311.71,5,810,46.875,0.78,1228,1267,182,214,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28081,1013,4,110.508,30.875,608,119.57,0.73,314.9,308.07,6,806,35.625,0.79,1236,1267,394,419,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28082,1013,5,110.508,10.875,132,43.8,0.93,453.57,261.88,73,799,10.625,0.97,540,552,1000,1012,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28083,1014,1,110.617,20.875,326,72.53,0.88,310.4,280.13,21,800,21.125,0.97,89,109,202,221,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28085,1015,2,110.726,35.125,753,104.08,0.93,191.37,258.74,0,800,34.375,0.98,809,839,248,278,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28087,1015,4,110.726,15.375,210,55.46,0.93,322.92,273.83,23,800,14.625,0.98,592,608,457,472,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28088,1015,5,110.726,32.125,656,97.67,0.93,193.49,258.39,0,800,31.375,0.98,808,837,586,613,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28089,1015,6,110.726,26.125,467,82.18,0.93,263.18,277.67,0,799,25.625,0.96,1113,1137,586,609,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28091,1017,2,110.945,16.625,236,61.53,0.89,324.65,274.22,0,797,15.875,0.99,736,753,502,518,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28093,1017,4,110.945,24.125,411,77.77,0.92,249.27,271.99,0,800,23.125,0.98,251,273,804,826,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28094,1017,5,110.945,15.125,204,68.01,0.74,448.5,279.33,53,800,18.625,0.79,1059,1074,877,894,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28095,1018,1,111.054,18.375,271,62.87,0.93,320.63,278.73,24,800,18.125,0.94,709,726,38,56,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28097,1018,3,111.054,55.125,1637,151.88,0.94,127.35,227.14,0,800,53.875,0.99,794,838,790,834,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28101,1019,4,111.163,12.625,160,48.63,0.92,404.82,268.26,55,795,12.375,0.95,838,852,603,616,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28102,1020,1,111.272,19.875,306,69.77,0.89,288.63,278.09,1,799,18.875,0.99,576,595,169,188,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28104,1020,3,111.272,20.125,312,74.94,0.84,330.41,287.73,11,801,20.625,0.91,68,89,567,585,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28110,1022,1,111.491,29.625,569,90.43,0.94,213.41,266.6,0,800,28.625,0.99,682,708,850,876,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28111,1022,2,111.491,10.625,130,45.63,0.89,423.02,267.41,47,799,10.625,0.96,440,452,872,885,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28114,1023,2,111.6,30.375,592,93.25,0.92,214.46,266.02,0,796,29.125,0.98,872,899,348,375,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28115,1023,3,111.6,21.375,339,69.94,0.93,262.26,274.86,3,799,20.375,0.99,679,699,646,666,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28121,1025,4,111.818,15.625,215,56.04,0.93,332.12,272.65,22,800,14.875,0.96,855,871,560,575,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28123,1025,6,111.818,12.625,161,48.38,0.93,364.65,270.92,36,798,12.125,0.99,571,584,773,786,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28125,1026,1,111.927,19.375,294,64.87,0.94,309.28,279.9,8,800,18.875,0.96,911,929,185,203,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28131,1027,4,112.037,36.125,793,106.91,0.93,176.47,252.91,0,799,35.125,1,801,832,547,578,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28143,1029,3,112.255,24.625,428,78.77,0.93,247.52,275.07,0,800,23.875,0.98,175,198,634,656,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28145,1029,5,112.255,22.125,358,92.08,0.73,343.14,296.8,11,800,24.375,0.83,28,51,773,793,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28146,1029,6,112.255,36.375,801,107.25,0.94,176.26,252.94,0,798,35.625,0.98,620,650,817,848,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28148,1031,1,112.473,32.125,652,96.67,0.94,208.44,264.71,0,798,31.375,0.99,347,375,92,120,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28149,1031,2,112.473,30.375,593,91.6,0.94,196.19,257.77,0,798,29.375,0.99,624,650,561,587,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28150,1031,3,112.473,11.125,137,44.97,0.92,416.55,272.77,38,800,10.875,0.97,284,296,600,612,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28152,1031,5,112.473,27.375,499,84.77,0.93,228.15,270.7,0,800,26.125,0.99,905,929,664,688,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28156,1032,2,112.583,24.125,408,75.94,0.94,262.65,278.3,0,799,23.125,0.97,333,354,910,932,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28157,1032,3,112.583,30.375,597,102.08,0.85,248.09,283.58,0,807,31.875,0.9,580,605,990,1019,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28159,1034,1,112.801,33.875,711,103.15,0.92,234.44,278.92,0,800,33.625,0.95,1144,1174,268,297,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28160,1034,2,112.801,22.875,375,76.01,0.9,253.64,271.48,0,799,22.125,0.97,300,321,350,371,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28161,1034,3,112.801,20.125,308,66.28,0.94,274.51,276.53,0,798,19.125,0.98,821,839,570,589,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28163,1035,1,112.91,26.125,464,81.36,0.94,243.19,270.79,0,800,25.125,0.98,423,446,60,83,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28166,1036,1,113.019,20.125,307,67.11,0.93,278.51,276.97,0,798,19.125,1,660,679,373,392,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28173,1039,1,113.347,21.875,355,72.53,0.92,280.55,282.05,4,799,21.375,0.97,120,141,369,389,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28174,1039,2,113.347,36.875,826,110.15,0.92,218.05,270.98,0,799,36.875,0.95,1235,1268,590,621,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28176,1039,4,113.347,14.375,194,52.97,0.93,339.64,270.62,15,800,14.125,0.99,484,498,649,663,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28177,1040,1,113.456,32.375,660,99.91,0.91,225.46,269.49,1,800,32.125,0.96,48,76,139,167,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28178,1040,2,113.456,50.375,1404,142.88,0.93,151.19,242.56,0,800,49.375,0.98,1005,1047,242,283,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28179,1040,3,113.456,39.625,933,115.15,0.94,162.01,242.96,0,798,38.375,0.99,696,729,432,466,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28182,1041,1,113.565,48.875,1326,139.54,0.93,136.85,231.57,0,800,47.375,0.99,458,498,417,458,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28184,1042,2,113.675,34.875,752,125.95,0.77,245.15,291.14,0,800,37.125,0.89,84,116,805,834,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28189,1043,4,113.784,31.125,617,93.6,0.94,205.32,263.29,0,799,30.125,0.97,875,902,721,747,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28195,1046,2,114.111,12.375,157,49.46,0.9,399.32,262.64,62,798,12.375,0.93,950,964,446,459,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28199,1047,3,114.221,17.375,248,60.7,0.92,327.91,277.52,11,799,17.125,0.95,740,756,86,104,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28203,1047,7,114.221,19.375,292,68.36,0.89,315.95,283.03,15,800,19.375,0.93,341,360,929,947,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28207,1048,4,114.33,19.375,293,64.87,0.94,277.51,274.53,0,799,18.625,0.99,819,837,594,612,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28208,1048,5,114.33,46.125,1206,132.23,0.93,145.44,237.08,0,800,45.125,0.99,789,828,660,698,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28213,1049,3,114.439,23.625,398,80.18,0.88,293.51,283.51,0,800,23.625,0.92,1115,1138,393,414,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28215,1049,5,114.439,18.375,270,63.87,0.91,287.83,272.79,0,798,17.875,0.98,415,432,744,762,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28216,1049,6,114.439,41.125,991,166.17,0.67,279.15,308.07,0,810,46.625,0.82,1216,1255,859,894,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28222,1050,5,114.548,37.125,834,111.57,0.92,219.26,266.81,0,799,36.875,0.97,1232,1265,631,662,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28225,1051,3,114.657,27.875,516,85.6,0.94,215.22,264.77,0,798,26.875,0.99,328,353,404,428,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28232,1053,2,114.876,30.375,590,92.84,0.93,201.8,261.31,0,800,29.125,0.99,380,407,603,629,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28235,1053,5,114.876,19.875,303,67.11,0.92,320.09,285.18,0,800,19.625,0.94,947,966,906,925,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28237,1054,2,114.985,26.625,480,85.01,0.91,244.12,275.62,0,797,26.375,0.96,124,148,810,833,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28239,1055,1,115.094,28.625,542,87.84,0.94,245.99,275.11,0,798,28.125,0.96,1045,1071,195,220,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28240,1055,2,115.094,35.375,762,104.91,0.93,175.69,250.66,0,799,34.125,0.99,336,367,451,481,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28242,1056,2,115.203,48.125,1295,137.88,0.93,167.32,252.31,0,800,47.375,0.97,1076,1116,773,812,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28244,1056,4,115.203,20.125,307,79.01,0.79,348.11,292.54,13,800,25.125,0.85,918,936,995,1018,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28246,1058,1,115.422,20.875,325,71.28,0.9,332.83,285.01,16,800,21.375,0.94,967,986,7,26,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28268,1064,1,116.077,10.625,131,45.04,0.9,420.22,259.92,59,800,10.375,0.98,663,675,42,55,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28269,1064,2,116.077,23.875,406,76.77,0.93,247.14,275.5,0,800,22.625,1,226,248,547,569,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28270,1064,3,116.077,17.625,253,60.87,0.93,321.9,276.84,0,800,17.125,0.94,975,993,633,649,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28271,1064,4,116.077,27.875,516,87.01,0.93,254.04,276.07,0,800,27.375,0.97,1162,1187,701,726,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28272,1064,5,116.077,25.875,459,81.94,0.93,263.43,277.28,0,799,25.875,0.96,1040,1063,803,826,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28274,1065,1,116.186,22.125,357,72.53,0.92,296.46,280.14,12,800,21.375,0.95,23,44,232,252,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28275,1066,1,116.295,25.625,449,80.77,0.93,235.83,270.14,0,799,24.625,0.98,727,750,315,338,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28277,1066,3,116.295,29.875,576,112.91,0.75,285.92,296.15,0,807,34.625,0.86,968,994,952,980,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28278,1067,1,116.404,21.375,338,70.94,0.92,328.6,283.46,0,800,21.125,0.94,1176,1196,802,822,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28281,1068,1,116.514,15.375,213,56.46,0.92,335.2,272.97,4,800,14.875,0.99,332,347,499,515,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28284,1069,2,116.623,23.625,397,75.94,0.93,263.17,280.75,0,799,23.125,0.96,454,475,880,902,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28289,1071,2,116.841,28.625,536,87.6,0.94,277.32,285.68,0,800,29.125,0.93,1039,1064,8,33,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28295,1074,1,117.169,28.875,544,87.6,0.94,220.57,263.91,0,800,28.125,0.99,652,677,111,136,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28299,1074,5,117.169,49.875,1375,139.88,0.94,152.52,244.91,0,800,48.875,0.98,1011,1052,751,792,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28300,1075,1,117.278,33.125,684,101.08,0.92,214.45,271.15,0,800,32.875,0.97,60,90,715,743,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28304,1076,3,117.387,13.875,185,55.28,0.87,396.75,274.08,49,800,13.625,0.96,23,38,470,484,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28305,1077,1,117.496,22.625,372,73.94,0.92,259.51,274.08,0,800,21.375,0.99,393,414,294,315,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28306,1077,2,117.496,41.375,996,121.81,0.92,159.23,245.33,0,799,40.125,0.99,193,228,400,434,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28309,1078,3,117.606,54.875,1636,152.71,0.94,133.94,231.24,0,800,53.875,0.99,974,1019,708,752,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28311,1079,1,117.715,20.875,328,68.53,0.94,260.45,270.7,0,799,19.875,0.99,538,557,377,397,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28312,1079,2,117.715,28.875,544,89.6,0.92,269.71,279.93,9,800,29.125,0.93,1246,1273,469,493,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28313,1080,1,117.824,34.375,727,103.33,0.93,195.74,261.97,0,800,33.375,0.98,568,598,69,99,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28314,1080,2,117.824,25.875,456,81.94,0.92,250.19,272.21,3,800,25.125,0.97,729,752,119,142,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28317,1081,1,117.933,33.625,701,100.08,0.94,191.61,255.35,0,800,32.875,0.99,841,870,347,376,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28318,1081,2,117.933,23.625,397,76.18,0.93,263.92,274.78,0,800,22.625,0.99,973,995,437,459,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28320,1082,1,118.042,33.625,701,102.5,0.92,211.78,270.37,0,800,32.875,0.99,121,151,232,261,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28321,1082,2,118.042,21.875,351,72.36,0.92,279.35,278.72,0,798,20.625,1,719,740,384,404,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28322,1083,1,118.152,19.625,300,66.53,0.92,293.95,279.33,4,800,18.875,0.97,563,582,233,252,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28323,1083,2,118.152,33.625,707,101.25,0.93,197.98,263.01,0,800,32.875,0.99,101,130,613,642,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28325,1083,4,118.152,45.875,1189,130.23,0.94,139.97,233.22,0,798,44.625,1,500,538,754,792,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28328,1084,3,118.261,45.375,1169,130.23,0.93,146.91,237.87,0,800,43.875,1,713,751,463,501,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28329,1084,4,118.261,18.125,267,62.28,0.93,293.05,279.93,0,800,17.375,0.98,633,651,664,681,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28331,1084,6,118.261,10.375,125,42.38,0.94,488.14,249.66,89,800,10.625,0.9,1002,1014,824,835,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28334,1086,2,118.479,29.875,581,91.01,0.94,214.29,264.94,0,800,29.125,0.98,185,211,406,432,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28336,1087,1,118.588,36.625,816,108.67,0.93,188,251.86,0,800,36.125,0.99,719,750,107,138,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28338,1087,3,118.588,18.875,280,63.46,0.93,310.43,281.62,0,800,18.125,0.97,868,886,799,816,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28342,1088,3,118.698,16.625,234,59.28,0.91,340.09,278.84,16,800,16.125,0.93,1061,1078,550,566,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28347,1090,1,118.916,19.875,305,66.28,0.93,288.07,279.23,0,798,18.875,0.97,398,416,894,913,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28348,1090,2,118.916,24.875,432,85.18,0.86,305.35,286.95,7,800,26.875,0.91,1141,1164,903,926,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28351,1091,2,119.025,39.125,907,114.98,0.93,156.49,241.71,0,798,37.875,1,628,661,580,614,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28352,1091,3,119.025,20.875,325,70.77,0.9,282.58,276.19,1,799,20.375,0.96,823,843,701,721,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28356,1092,4,119.134,23.125,383,73.94,0.94,278.03,280.25,0,800,22.625,0.98,1069,1090,641,662,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
28359,1093,1,119.244,27.875,518,87.67,0.92,243.78,273.13,1,800,27.375,0.97,92,118,196,221,FALSE,MTB_20190208_PICTS_190208-0002,18 Glycerol Filtered_5200-3196_190211-124439,air bubble
